Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-08-18 09:30:00-04:00,642.8599853515625,643.22998046875,642.7999877929688,643.2249755859375,1227150,0.0,0.0,0.0
2025-08-18 09:31:00-04:00,643.22998046875,643.3099975585938,642.9600219726562,643.0449829101562,227075,0.0,0.0,0.0
2025-08-18 09:32:00-04:00,643.0449829101562,643.1300048828125,642.9500122070312,643.010009765625,177693,0.0,0.0,0.0
2025-08-18 09:33:00-04:00,643.0,643.2100219726562,642.9099731445312,643.1099853515625,209028,0.0,0.0,0.0
2025-08-18 09:34:00-04:00,643.0999755859375,643.4450073242188,643.0700073242188,643.39990234375,187593,0.0,0.0,0.0
2025-08-18 09:35:00-04:00,643.4000244140625,643.4400024414062,643.27001953125,643.3300170898438,190984,0.0,0.0,0.0
2025-08-18 09:36:00-04:00,643.3389892578125,643.5850219726562,643.280029296875,643.3800048828125,363813,0.0,0.0,0.0
2025-08-18 09:37:00-04:00,643.3699951171875,643.3699951171875,643.1849975585938,643.239990234375,115258,0.0,0.0,0.0
2025-08-18 09:38:00-04:00,643.2349853515625,643.3200073242188,643.0549926757812,643.0599975585938,184079,0.0,0.0,0.0
2025-08-18 09:39:00-04:00,643.0599975585938,643.364990234375,643.0499877929688,643.3099975585938,131284,0.0,0.0,0.0
2025-08-18 09:40:00-04:00,643.3200073242188,643.39501953125,643.219970703125,643.2750244140625,104553,0.0,0.0,0.0
2025-08-18 09:41:00-04:00,643.3300170898438,643.35498046875,642.969970703125,643.0001220703125,180771,0.0,0.0,0.0
2025-08-18 09:42:00-04:00,643.010009765625,643.0800170898438,642.8049926757812,642.8900146484375,211442,0.0,0.0,0.0
2025-08-18 09:43:00-04:00,642.8900146484375,643.0650024414062,642.8499755859375,643.0250244140625,191358,0.0,0.0,0.0
2025-08-18 09:44:00-04:00,643.0399780273438,643.239990234375,643.0399780273438,643.2000122070312,109889,0.0,0.0,0.0
2025-08-18 09:45:00-04:00,643.1900024414062,643.5599975585938,643.1699829101562,643.5399780273438,228667,0.0,0.0,0.0
2025-08-18 09:46:00-04:00,643.5399780273438,643.7100219726562,643.4500122070312,643.6900024414062,247362,0.0,0.0,0.0
2025-08-18 09:47:00-04:00,643.6799926757812,643.719970703125,643.5700073242188,643.6099853515625,134048,0.0,0.0,0.0
2025-08-18 09:48:00-04:00,643.625,643.77001953125,643.6099853515625,643.7150268554688,208549,0.0,0.0,0.0
2025-08-18 09:49:00-04:00,643.719970703125,643.7999877929688,643.52001953125,643.5499877929688,173824,0.0,0.0,0.0
2025-08-18 09:50:00-04:00,643.5404052734375,643.5599975585938,643.2100219726562,643.2592163085938,232088,0.0,0.0,0.0
2025-08-18 09:51:00-04:00,643.25,643.25,642.8699951171875,642.9500122070312,257875,0.0,0.0,0.0
2025-08-18 09:52:00-04:00,642.9199829101562,643.02001953125,642.8400268554688,642.8599853515625,133564,0.0,0.0,0.0
2025-08-18 09:53:00-04:00,642.8499755859375,643.1453247070312,642.8300170898438,643.1300048828125,143216,0.0,0.0,0.0
2025-08-18 09:54:00-04:00,643.139892578125,643.1400146484375,642.9600219726562,642.989990234375,99721,0.0,0.0,0.0
2025-08-18 09:55:00-04:00,643.0,643.1099853515625,642.8900146484375,642.9810791015625,106900,0.0,0.0,0.0
2025-08-18 09:56:00-04:00,642.9849853515625,643.0590209960938,642.8300170898438,642.8499755859375,114790,0.0,0.0,0.0
2025-08-18 09:57:00-04:00,642.8599853515625,642.989990234375,642.7899780273438,642.8250122070312,132612,0.0,0.0,0.0
2025-08-18 09:58:00-04:00,642.7901000976562,642.8250122070312,642.530029296875,642.5650024414062,180927,0.0,0.0,0.0
2025-08-18 09:59:00-04:00,642.5800170898438,642.7150268554688,642.5599975585938,642.7100219726562,118231,0.0,0.0,0.0
2025-08-18 10:00:00-04:00,642.72998046875,642.9600219726562,642.7100219726562,642.8300170898438,125685,0.0,0.0,0.0
2025-08-18 10:01:00-04:00,642.8200073242188,643.0499877929688,642.75,643.0399780273438,133084,0.0,0.0,0.0
