Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-08-18 09:30:00-04:00,95.30000305175781,95.30000305175781,95.2750015258789,95.2750015258789,228399,0.0,0.0,0.0
2025-08-18 09:31:00-04:00,95.27999877929688,95.28900146484375,95.2750015258789,95.28900146484375,3397,0.0,0.0,0.0
2025-08-18 09:32:00-04:00,95.29499816894531,95.29499816894531,95.29499816894531,95.29499816894531,3848,0.0,0.0,0.0
2025-08-18 09:33:00-04:00,95.29499816894531,95.29499816894531,95.27999877929688,95.27999877929688,25603,0.0,0.0,0.0
2025-08-18 09:34:00-04:00,95.28500366210938,95.29499816894531,95.26000213623047,95.29499816894531,162492,0.0,0.0,0.0
2025-08-18 09:35:00-04:00,95.29000091552734,95.29000091552734,95.28500366210938,95.28500366210938,4810,0.0,0.0,0.0
2025-08-18 09:36:00-04:00,95.28980255126953,95.28980255126953,95.28880310058594,95.28880310058594,3356,0.0,0.0,0.0
2025-08-18 09:37:00-04:00,95.28500366210938,95.29000091552734,95.2750015258789,95.2750015258789,10900,0.0,0.0,0.0
2025-08-18 09:38:00-04:00,95.2750015258789,95.27999877929688,95.2750015258789,95.27999877929688,11315,0.0,0.0,0.0
2025-08-18 09:39:00-04:00,95.27999877929688,95.27999877929688,95.27989959716797,95.27989959716797,10232,0.0,0.0,0.0
2025-08-18 09:40:00-04:00,95.27749633789062,95.27749633789062,95.2699966430664,95.27010345458984,2013,0.0,0.0,0.0
2025-08-18 09:41:00-04:00,95.27989959716797,95.29000091552734,95.2750015258789,95.2750015258789,60234,0.0,0.0,0.0
2025-08-18 09:42:00-04:00,95.27999877929688,95.27999877929688,95.27999877929688,95.27999877929688,18616,0.0,0.0,0.0
2025-08-18 09:43:00-04:00,95.27010345458984,95.27999877929688,95.27010345458984,95.27999877929688,7114,0.0,0.0,0.0
2025-08-18 09:44:00-04:00,95.27999877929688,95.29000091552734,95.27400207519531,95.28500366210938,9309,0.0,0.0,0.0
2025-08-18 09:45:00-04:00,95.27999877929688,95.28500366210938,95.2699966430664,95.2699966430664,17125,0.0,0.0,0.0
2025-08-18 09:46:00-04:00,95.26029968261719,95.2699966430664,95.26000213623047,95.26000213623047,13888,0.0,0.0,0.0
2025-08-18 09:47:00-04:00,95.26799774169922,95.2699966430664,95.26069641113281,95.26640319824219,9924,0.0,0.0,0.0
2025-08-18 09:48:00-04:00,95.26000213623047,95.26000213623047,95.26000213623047,95.26000213623047,4308,0.0,0.0,0.0
2025-08-18 09:49:00-04:00,95.26499938964844,95.26499938964844,95.25,95.25499725341797,13901,0.0,0.0,0.0
2025-08-18 09:50:00-04:00,95.25499725341797,95.2667007446289,95.25499725341797,95.2667007446289,26272,0.0,0.0,0.0
2025-08-18 09:51:00-04:00,95.26709747314453,95.26709747314453,95.26000213623047,95.26000213623047,7033,0.0,0.0,0.0
2025-08-18 09:52:00-04:00,95.26000213623047,95.26000213623047,95.26000213623047,95.26000213623047,4812,0.0,0.0,0.0
2025-08-18 09:53:00-04:00,95.25,95.25,95.2499008178711,95.2499008178711,4058,0.0,0.0,0.0
2025-08-18 09:54:00-04:00,95.25,95.25679779052734,95.24500274658203,95.25499725341797,21989,0.0,0.0,0.0
2025-08-18 09:55:00-04:00,95.25,95.25,95.23999786376953,95.24009704589844,21204,0.0,0.0,0.0
2025-08-18 09:56:00-04:00,95.24600219726562,95.24600219726562,95.22360229492188,95.22989654541016,16014,0.0,0.0,0.0
2025-08-18 09:57:00-04:00,95.2249984741211,95.23989868164062,95.2249984741211,95.23989868164062,13474,0.0,0.0,0.0
2025-08-18 09:58:00-04:00,95.23999786376953,95.23999786376953,95.23999786376953,95.23999786376953,6693,0.0,0.0,0.0
2025-08-18 09:59:00-04:00,95.2300033569336,95.23999786376953,95.22989654541016,95.23999786376953,24750,0.0,0.0,0.0
2025-08-18 10:00:00-04:00,95.23999786376953,95.2499008178711,95.23999786376953,95.23999786376953,10171,0.0,0.0,0.0
2025-08-18 10:01:00-04:00,95.23500061035156,95.23500061035156,95.23500061035156,95.23500061035156,2412,0.0,0.0,0.0
2025-08-18 10:02:00-04:00,95.2300033569336,95.2300033569336,95.22000122070312,95.22000122070312,2399,0.0,0.0,0.0
2025-08-18 10:03:00-04:00,95.22460174560547,95.2249984741211,95.22000122070312,95.22000122070312,9898,0.0,0.0,0.0
2025-08-18 10:05:00-04:00,95.22000122070312,95.22000122070312,95.22000122070312,95.22000122070312,14480,0.0,0.0,0.0
2025-08-18 10:06:00-04:00,95.21070098876953,95.21990203857422,95.21070098876953,95.21990203857422,1307,0.0,0.0,0.0
2025-08-18 10:07:00-04:00,95.20999908447266,95.2156982421875,95.20999908447266,95.21499633789062,6515,0.0,0.0,0.0
2025-08-18 10:08:00-04:00,95.21649932861328,95.21649932861328,95.2041015625,95.20999908447266,40729,0.0,0.0,0.0
2025-08-18 10:09:00-04:00,95.22000122070312,95.22350311279297,95.214599609375,95.2229995727539,12343,0.0,0.0,0.0
2025-08-18 10:10:00-04:00,95.22000122070312,95.2300033569336,95.21499633789062,95.2249984741211,33236,0.0,0.0,0.0
2025-08-18 10:11:00-04:00,95.22000122070312,95.22000122070312,95.21499633789062,95.21499633789062,3500,0.0,0.0,0.0
2025-08-18 10:12:00-04:00,95.21990203857422,95.21990203857422,95.21499633789062,95.21659851074219,2464,0.0,0.0,0.0
2025-08-18 10:13:00-04:00,95.2136001586914,95.22000122070312,95.2136001586914,95.21410369873047,10222,0.0,0.0,0.0
2025-08-18 10:14:00-04:00,95.2197036743164,95.2197036743164,95.20999908447266,95.20999908447266,7157,0.0,0.0,0.0
2025-08-18 10:15:00-04:00,95.21990203857422,95.21990203857422,95.20500183105469,95.20500183105469,13413,0.0,0.0,0.0
2025-08-18 10:16:00-04:00,95.20500183105469,95.20680236816406,95.19999694824219,95.20500183105469,12901,0.0,0.0,0.0
2025-08-18 10:17:00-04:00,95.20500183105469,95.20999908447266,95.20500183105469,95.20999908447266,3864,0.0,0.0,0.0
